RestaurantID,RestaurantName,CuisineType,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreShare,UE_share,DD_share,SD_share,InStoreOrdersCount,UberEatsOrdersCount,DoorDashOrdersCount,SelfDeliveryOrdersCount,InStoreRevenue,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStore_NetProfitPerOrder,InStore_MarginPct,UberEats_NetProfitPerOrder,UberEats_MarginPct,DoorDash_NetProfitPerOrder,DoorDash_MarginPct,SelfDelivery_NetProfitPerOrder,SelfDelivery_MarginPct,TotalRevenue,TotalNetProfit,BlendedMarginPct
SKY-1010,Restaurant 11,Italian,QSR,CBD,1.0269762031425047,41.06362980106346,3980,0.41417796578162763,0.2867897103223851,0.2613196446182672,0.03771267927772016,1648,1141,1040,151,67274.93675868495,52475.42286165309,46334.8064034135,6690.700208266432,0.26341616889119185,0.3787288094355943,0.2952320065658408,6.459496227595013,1.1666989553519211,176.17154225814008,24074.673951843302,3286.169198631094,2491.2397453485855,2218.129125780021,14.60841866009909,35.78550216732139,2.880078175837944,6.262301510737311,2.3954228320659476,5.376605491039788,14.689596859470337,33.152421371973865,172775.866232018,32070.212021603005,18.5617428643283
SKY-1011,Restaurant 12,Kebab & Grill,QSR,South Auckland,0.9965856247050834,41.261780431719956,4072,0.35527358906285306,0.18909450078134213,0.09975106903696847,0.3558808411188363,1447,770,406,1449,59092.940960930726,33166.83708639235,17199.057801548835,61808.85346465279,0.3105803974418249,0.3521385077484982,0.29907491454785695,4.7457399940400675,2.504082035589402,3628.4148695690437,19930.93182282632,1267.1781564371224,502.7961004303801,17218.54289591994,13.773968087647766,33.728109480967696,1.6456859174508083,3.820618026181999,1.2384140404689163,2.923393282538428,11.883052378136606,27.857728999562937,171267.6893135247,38919.44897561376,22.724338216747554
SKY-1012,Restaurant 13,Mexican,QSR,Manukau,1.0155401495595355,39.70872652124157,3432,0.3004851480905556,0.26411284833969584,0.10675758745148166,0.32864441611826695,1031,906,366,1129,39211.737852225815,36620.06777532098,16660.303209700134,49190.38826736409,0.3546967087423962,0.26246093801690284,0.31762402715471677,4.052689367215715,4.354518040959037,4916.250868242752,15011.913994003598,2388.2995214617245,927.8057094490835,13915.913132858683,14.560537336569931,38.284235324070096,2.636092187043846,6.521832608598416,2.534988277183288,5.568960527134265,12.325875228395645,28.289903013616485,141682.49710461101,32243.93235777309,22.75787977816755
SKY-1013,Restaurant 14,Mexican,QSR,Waitakere,1.0214921620952362,35.071896350794674,2975,0.3044884433317545,0.2725208083876298,0.2624724187021572,0.16051832957845852,906,811,781,477,29889.840606670823,31015.441265532485,29549.381930510805,18314.207445051157,0.3727192090872921,0.26659544255772777,0.24388814824616822,3.0,3.276069596320771,1562.6851974450078,10780.827571491895,3622.516699953498,3235.082753204047,5042.981094718638,11.89936818045463,36.068534835498006,4.466728359991983,11.679720010881184,4.142231438161392,10.948055566142678,10.57228741031161,27.535895887656043,108768.87124776527,22681.408119368076,20.852848668165322
SKY-1014,Restaurant 15,Mexican,QSR,South Auckland,1.0187084902226844,39.67262550800116,3615,0.14837218997199839,0.35210810750586874,0.2974636423350621,0.2020560601870708,536,1273,1075,731,21097.66756693008,54475.62913320826,46423.27539965438,30443.066269700004,0.3350788239347152,0.32912791426354465,0.2649098676405885,5.302787377737897,2.0611438904874824,1506.6961839463497,7084.4546087082335,3861.4174920259165,2921.699816158444,8715.88033800275,13.217266061022825,33.579326180174014,3.033320889258379,7.088339416115163,2.717860294100878,6.293609813193396,11.923228916556429,28.630100072007753,152439.63836949272,22583.452254895343,14.814685010047162
SKY-1015,Restaurant 16,Mexican,Cafe,West Auckland,1.0318620918253512,38.050623358527666,2057,0.44318763788290444,0.17395299341886905,0.20435998931264004,0.17849937938558638,912,358,420,367,34760.985234739535,14444.059828411633,15912.103979655149,14064.067028032929,0.3129280842466364,0.36942040812492893,0.26314200674048827,11.196228638351457,2.2147571928209757,812.815889765298,11041.87936646477,787.3384920423545,741.7465568280139,3654.65620507672,12.107323866737685,31.765150762843465,2.1992695308445653,5.450950088794637,1.7660632305428903,4.661524068573169,9.958191294486976,25.98577067211176,79181.21607083925,16225.620620411857,20.49175476908015
SKY-1016,Restaurant 17,Italian,Cafe,Albany,1.025169678393541,38.85174856297068,2399,0.4960934797633668,0.19509390425551257,0.1530803974470936,0.15573221853402705,1190,468,367,374,44449.708881178965,19698.802343855048,14644.884335708839,16027.419937691713,0.3336966248692115,0.3274226436960618,0.21837013852337528,3.4052551379535094,2.3402997288501863,875.2720985899697,15063.149857714598,2373.914350101492,1668.9235317830094,4556.111692906521,12.658109124129913,33.888073143472674,5.072466560045923,12.051059291135147,4.547475563441442,11.39594887556502,12.182116825953266,28.426981451904837,94820.81549843456,23662.09943250562,24.954541160739403
SKY-1017,Restaurant 18,Pizza,QSR,South Auckland,1.03002489027162,29.79,3941,0.19819426055464462,0.30239217586029443,0.33390026770859305,0.16551329587646782,781,1192,1316,652,23241.927244045586,42281.28491786321,43497.04025852153,20152.597404383483,0.2699962117406915,0.4137648351405626,0.25945639399367026,4.2115700381134324,3.261197884053996,2126.3010204032053,7350.002740119034,2400.839560732734,2131.305703799087,4246.735285382582,9.411015032162656,31.623895311874584,2.0141271482657164,5.678255912507558,1.6195332095737744,4.899886730526549,6.513397676967151,21.072892988269867,129172.84982481382,16128.883290033438,12.486279672475813
SKY-1018,Restaurant 19,Sushi,Cafe,West Auckland,1.0096744157665387,39.667363478895126,2037,0.36047247969238655,0.33698846433348617,0.28336123155030635,0.019177824423820808,734,686,577,40,29162.796331947564,30297.114324598217,24524.008196271418,1658.1697458503795,0.29310460678838035,0.35045453565518214,0.323455178315073,15.268144999315203,4.238196132938653,169.52784531754614,10394.81213330312,999.3708950501473,570.9685447510444,421.51160086750315,14.161869391421144,35.64408575564375,1.4568088849127512,3.298567924136453,0.9895468713189678,2.3282023891912305,10.537790021687579,25.420292579957437,85642.08859866757,12386.663173971814,14.463289460416695
SKY-1019,Restaurant 20,Seafood,Cafe,South Auckland,1.0334672311261583,38.253620899382554,2924,0.31582818309899197,0.36323511734880565,0.2725728404554262,0.04836385909677617,923,1062,797,142,33024.35621338003,45580.82276095261,29983.520945997563,5575.505161999968,0.26291411753972355,0.3024491092654343,0.2794935241517539,6.772263825531111,3.952423012799171,561.2440678174823,14353.599621420532,7071.556937191335,4400.3348592433085,1862.075504725369,15.551028842275766,43.46367731948421,6.658716513362839,15.514324904308824,5.521122784495995,14.675844331853561,13.11320777975612,33.39743127522154,114164.20508233017,27687.566922580547,24.252406349795454
SKY-1020,Restaurant 21,Italian,QSR,CBD,1.04443405421436,29.79,3740,0.25311839246721124,0.3252064084565082,0.24192776480612463,0.1797474342701559,947,1216,905,672,27436.628977956538,40345.46360316957,29697.2367828363,20107.130969307826,0.24380658251815296,0.35053325949084635,0.2161575468862005,10.123661032076924,3.3560121821091284,2255.2401863773343,11129.947245938316,7645.5706990343115,5435.125457376696,5901.42173937782,11.752848200568444,40.566015799100064,6.287475903811111,18.950261110480014,6.0056634888140294,18.30178846982141,8.781877588359851,29.34989456420183,117586.46033327022,30112.065141727144,25.608445952350138
SKY-1021,Restaurant 22,Cafe Fare,QSR,West Auckland,1.0054477572052287,33.78497213037029,2679,0.344813346413971,0.2691480699208036,0.09122233308812339,0.29481625057710203,924,721,244,790,31598.724797045918,27749.20875615061,8558.837527752268,26189.806128072858,0.3150097055236292,0.38581018854215865,0.20776642353340263,11.24811001275173,1.5683552399425167,1239.0006395545881,9453.709832166214,2536.657356108515,729.047683599739,6596.468332238729,10.231287697149583,29.91801059342122,3.518248760205985,9.141368240080954,2.9879003426218813,8.518068969480746,8.34995991422624,25.18715984372245,94096.57720902165,19315.883204113197,20.527721386938246
SKY-1022,Restaurant 23,Pizza,Cafe,East Auckland,1.0066845651642817,37.66513583180141,3033,0.2324038060510373,0.3561588242132483,0.32770494643584014,0.08373242329987422,705,1080,994,254,26862.258566331704,43623.34237790153,41799.03376977629,10191.806926452227,0.3083480987963135,0.3927419303177209,0.33659104234993087,11.31884145423448,1.5720674860065587,399.3051414456659,8029.396925993491,-1643.7742816387295,-1997.1077889773055,2647.1275702155526,11.389215497863107,29.890997088596567,-1.5220132237395643,-3.7681071463965212,-2.00916276557073,-4.777880273446317,10.421762087462806,25.973093773441597,122476.44164046174,7035.642425593009,5.744486312107789
SKY-1023,Restaurant 24,Kebab & Grill,QSR,Albany,1.0400367650448035,41.549756899907486,3754,0.3952843394521357,0.22274247169734482,0.2855303269319558,0.09644286191856373,1484,836,1072,362,59525.77694306841,34659.51010024606,47057.3270096298,15171.32669164829,0.33094436180290554,0.501486539239519,0.2663872395897948,3.6719001928717914,3.433252021213763,1242.8372316793823,9974.680807099594,-3424.9883433299433,-5026.181701551021,1299.4083120311354,6.721483023652017,16.756909895757545,-4.096876008767874,-9.881814063221938,-4.688602333536401,-10.680975781991325,3.5895257238429155,8.564895730222794,156413.94074459255,2822.919074249764,1.8047746005321181
SKY-1024,Restaurant 25,Mexican,Cafe,Manukau,1.017129840199574,41.75569597975632,2466,0.4878469562940314,0.17173351551751503,0.21226482055147708,0.12815470763697648,1203,423,523,317,50470.877623932196,18942.434846002194,23327.33999672202,15385.924062639026,0.3245750323901601,0.32317634619976066,0.24410359177193533,8.191291120351785,1.5545289020671056,492.7856619552725,17778.29706438693,2048.530177839516,2351.907250934012,4926.884878229489,14.77830179915788,35.224862141007925,4.842860940518951,10.814502963814384,4.496954590696008,10.08219218849858,15.542223590629304,32.022027784429476,108126.57652929543,27105.619371389945,25.068415408533763
SKY-1025,Restaurant 26,Indian,QSR,Waitakere,1.0410573208809983,34.04807084418416,2804,0.31740076707667786,0.24299022721640165,0.17886540690637584,0.26074359880054465,890,681,502,731,31232.236581530036,25794.535216810447,18923.693328207668,24803.44788991389,0.31091899220957375,0.36485649368867196,0.2590403294041199,3.3362045566856278,2.674432978931396,1955.0105075988504,10126.256729957611,1681.3957477622064,1086.465528468836,6086.875332556663,11.37781655051417,32.42245141017543,2.4690099086082324,6.5184184697634375,2.164273961093299,5.741297481551077,8.326778840706789,24.540440343504983,100753.91301646204,18980.993338745317,18.83896393745426
SKY-1026,Restaurant 27,Seafood,Cafe,East Auckland,1.0133619643216172,39.04490670116455,1842,0.19673623410139124,0.31047645338100166,0.3352657802744064,0.15752153224320078,362,572,618,290,14463.756675077608,23254.012838866463,24711.28615720694,11206.449036560636,0.3250477499554899,0.39982867627735985,0.21090768982730673,17.562112506186132,3.2041504461861767,929.2036293939913,3979.3204265458257,1493.2769895962797,1430.5030755931214,2153.9546787840086,10.992597863386258,27.512357376715023,2.6106241076858034,6.421588393984351,2.31472989578175,5.788865324502429,7.427429926841409,19.220670809788267,73635.50470771165,9057.055170519236,12.299848023681319
SKY-1027,Restaurant 28,Sushi,QSR,CBD,1.0418256836440607,34.18569198803763,2951,0.2503223236597849,0.25013192088199776,0.3268991779077013,0.17264657755051604,739,738,965,509,25191.009586918324,27069.38219251643,33658.415745236474,18451.605011051415,0.29807926066976353,0.3683603928559429,0.32692380598046483,3.4179365759454,1.7624060046373111,897.0646563603914,8402.721885849727,179.64705106356146,-106.73668230978139,5257.65910413273,11.370394974086235,33.356034647429354,0.2434241884330101,0.6636540493828724,-0.11060796094277864,-0.3171173685585227,10.32938920261833,28.494318521254407,104370.41253572264,13733.291358736236,13.158222742518882
SKY-1028,Restaurant 29,Italian,QSR,South Auckland,1.0219722872520818,33.1477612638587,3653,0.45096117406924263,0.25543193589669894,0.2771700385099194,0.016436851524139057,1647,933,1013,60,53827.89674261017,32545.239485309332,35329.47676976432,2190.084266300965,0.31858011278500803,0.33495672978079427,0.2542778824965588,5.33255923395563,1.8757376656411364,112.54425993846819,18649.383063486683,3000.1918498645405,2987.3523931418376,646.2392500111223,11.323244118692582,34.64631574341976,3.2156397104657453,9.218527493763883,2.94901519559905,8.45569384627421,10.770654166852038,29.50750617019022,123892.69726398478,25283.166556504184,20.407309805058155
SKY-1029,Restaurant 30,Seafood,QSR,Albany,1.0238734323498404,29.79,2679,0.1,0.4706744106405337,0.23615010681948376,0.1931754825399825,268,1261,633,517,7832.984695605867,42827.365769241806,20612.416415382137,16057.278123205402,0.2673235018791138,0.2615519976559029,0.3246960611095369,5.357897008054733,2.8058789354321814,1450.6394096184379,3690.311001867173,6271.144331294943,2817.4608544482653,6114.337725004011,13.769817171146169,47.112450046498324,4.973151729813595,14.642843935544636,4.45096501492617,13.668755752216022,11.826572001941994,38.078294951918345,87330.04500343521,18893.253912614393,21.63431143528119
SKY-1030,Restaurant 31,Seafood,Cafe,CBD,1.0434707703250485,37.365582114050895,2684,0.3887228929025833,0.17805901239472005,0.20010433715118703,0.23311375755150976,1043,478,537,626,39519.26256282335,19825.042633628032,20201.057660800965,24861.898144893592,0.31663676665376084,0.3342415808662889,0.2720660685778926,3.7616883314699185,3.4036502875240537,2130.6850799900576,13797.030250721922,1527.6302360173945,1391.72362332547,6549.141884143403,13.228216923031566,34.91216524799503,3.1958791548481056,7.705558390205764,2.5916641030269463,6.889360184472087,10.461887993839303,26.342083158636616,104407.26100214595,23265.52599420819,22.283436775273703
SKY-1031,Restaurant 32,Asian Fusion,QSR,Albany,1.0145734428383375,30.866387322059445,2493,0.23379992993794665,0.34671539355735337,0.3254260143158716,0.09405866218882836,583,864,811,235,18100.431296266892,29497.069308042657,24864.3861315331,7008.850764353017,0.3300787958378704,0.2948408311097539,0.32718127898273763,13.734078684147908,3.9615187704137567,930.9569110472328,6789.116523012683,1412.8828975645702,946.92672062904,1697.9254483147258,11.645139833640965,37.50803730523757,1.6352811314404747,4.78990940696381,1.1676038478779778,3.8083655700155985,7.225214673679685,24.225447300866595,79470.73750019567,10846.851589521018,13.648862374649928
SKY-1032,Restaurant 33,Burgers,Cafe,Manukau,1.0058831685611256,32.74867473652279,2267,0.49241132714263525,0.21725121094250732,0.18057010569707174,0.1097673562177857,1116,493,409,249,37237.615689987084,17838.136907716704,14639.184021423709,8259.60826157856,0.26986433573675084,0.2491375323213355,0.2802677799617234,17.478567653792236,3.507053434770552,873.2563052578674,17911.22358485468,3580.6555001567963,2815.441813139091,3099.5998391334165,16.04948349897373,48.09981319419136,7.262992900926564,20.073035198019024,6.883720814521006,19.23223185813385,12.4481921250338,37.52720154479853,77974.54488070605,27406.92073728399,35.148548515690706
SKY-1033,Restaurant 34,Italian,Cafe,West Auckland,1.0132715368795746,40.147131621099646,2471,0.3592397443070885,0.31022463432840136,0.15267217749420675,0.17786344387030337,888,767,377,439,35791.69450560097,33210.39752386557,15678.542365260057,17572.69289761701,0.3023324444546781,0.3143024810830589,0.30412930651476305,7.334878082405839,2.9736565949921943,1305.4352452015733,13721.285629270285,2631.4513516452384,1099.2522181075262,5431.321475995852,15.451898231160232,38.3365074462263,3.4308361820668036,7.923576794749993,2.9157883769430404,7.011188875205704,12.372030697029276,30.90773569901959,102253.3272923436,22883.310675018904,22.379037710523804
SKY-1034,Restaurant 35,Sushi,QSR,Waitakere,1.026785009259647,35.643311571719586,4889,0.376355861866205,0.2798329434719602,0.24413274991999964,0.0996784447418351,1840,1368,1194,487,67194.62020590714,53046.168418894005,44443.90488250514,16736.83402042645,0.2719378870666788,0.2967035795463482,0.2987637218435335,4.378518986044565,2.1538052464429507,1048.903155017717,28984.97282351476,7033.646704604799,5494.684399071601,6170.67302157463,15.752702621475413,43.135853338697295,5.141554608629239,13.259481154343945,4.601913232053267,12.363189988813343,12.670786491939692,36.868818882015795,181421.52752773272,47683.97694876579,26.283527428395537
SKY-1035,Restaurant 36,Burgers,Cafe,Waitakere,0.9965136139172923,30.495828452254074,1505,0.47089143772521835,0.16118767051082347,0.21580547930732547,0.1521154124566327,709,243,325,228,21682.89946643257,7652.013454470465,9769.688272484462,7263.705614038251,0.27630719865677483,0.4108650581705064,0.2949316426500789,3.0,1.8290930041554807,417.0332049474496,6783.012505525047,136.941201981796,88.39761708774573,1855.2554293631433,9.56701340694647,31.282774317271873,0.5635440410773499,1.7896100522639842,0.27199266796229454,0.9048151243137459,8.137085216505014,25.54144575707434,46368.306807425746,8863.606753957733,19.11565757785715
SKY-1036,Restaurant 37,Sushi,QSR,CBD,1.0295620635397669,33.484724522520466,4257,0.5052603255757018,0.160177446419603,0.17751075951772619,0.15705146848696905,2151,682,756,668,73721.17371497258,22666.274221992346,26145.79927996861,21255.823393852155,0.24937817902040305,0.41207642861900057,0.28391737908730846,8.145619485172645,2.389122911670852,1595.9341049961292,24957.96368061908,1238.2135290549818,1205.5956659355018,5600.126965823092,11.602958475415658,33.85453923605964,1.8155623593181551,5.462801327328792,1.5947032618194468,4.611049190066868,8.383423601531575,26.346318663161377,143789.07061078568,33001.899841432656,22.95160522371244
SKY-1037,Restaurant 38,Sushi,QSR,CBD,1.0119184302357338,38.18194582077968,3397,0.32173522506921665,0.3072148462060325,0.25228634334696387,0.11876358537778693,1093,1044,857,403,42823.12470210841,43290.20862102181,34675.338561222554,15189.014814770517,0.356959871632495,0.30672844972933877,0.26068597135537663,7.892721018934947,3.309935584980567,1333.9040407471684,14401.916953097603,3273.852645384291,2351.165774515378,3774.33902846828,13.176502244371092,33.63116786381662,3.1358741814025777,7.562570728278962,2.7434839842653185,6.78051281421283,9.365605529697966,24.84913652726136,135977.6866991233,23801.27440146555,17.5038088816222
SKY-1038,Restaurant 39,Asian Fusion,Cafe,Manukau,1.0372171899110034,42.448739703364545,2667,0.453843993266035,0.3019576909235146,0.17702522413856894,0.0671730916718815,1210,805,472,180,50123.28860422767,37347.78019147365,21983.588226863023,7782.221035837007,0.3479558328624021,0.3517839958605815,0.34661738766291444,6.720463557739494,3.2366237066273427,582.5922671929217,15050.027221272721,-1731.3391278691035,-1247.6947740507462,1754.0987539430976,12.438039025845224,30.026017127701632,-2.1507318358622403,-4.635721638589812,-2.6434211314634455,-5.675573801578559,9.744993077461654,22.539821804925612,117236.87805840134,13825.09207329597,11.79244304544601
SKY-1039,Restaurant 40,Indian,QSR,Albany,0.99,38.308514740118,3377,0.20634500687853075,0.1814146606311833,0.39510359344824847,0.2171367390420375,697,613,1334,733,25252.65526171281,26497.661274972146,52593.26794139278,28269.64200716911,0.3241845234402302,0.2399230136521225,0.233722520596164,9.7748133889168,0.89,652.37,11007.442096985755,5357.030651350343,10264.011011194209,11670.153880022428,15.792599852203379,43.58924629076473,8.73903858295325,20.216994231148327,7.694161177806753,19.515826669359836,15.921083055965113,41.281576459521155,132613.22648524685,38298.63763955273,28.87995311976927
SKY-1040,Restaurant 41,Pizza,Cafe,CBD,1.0082015133734374,38.16343546898613,2689,0.527137220696437,0.22913637382701238,0.12291159182750987,0.12081481364904076,1417,616,331,325,56581.6391847659,26866.971347950068,14227.468414595744,13095.909222330693,0.3887488178374716,0.3353962034872114,0.2701723056937264,10.383105999854202,2.1143229717324967,687.1549658130614,15608.326870728079,152.67621217616426,-34.465988016623044,2925.4167934468587,11.015050720344446,27.5854978675317,0.24785099379247444,0.5682672981590586,-0.1041268520139669,-0.24224961892211905,9.00128244137495,22.338401586187988,110771.98816964241,18651.95388833448,16.838150327111432
SKY-1041,Restaurant 42,Mexican,QSR,Manukau,0.9947029777314885,30.450809622529565,3200,0.27155420367357713,0.4144581232438096,0.21217289464119768,0.10181477844141554,869,1326,679,326,26665.502764427332,46143.71717687234,21350.50777254963,10445.381836216846,0.2914839436544224,0.3979287330491642,0.27059543500830385,10.130791402782652,4.104507551606156,1338.0694618236068,8281.9671279566,1845.374382535604,680.5266235833833,1906.1337234959599,9.530456994196317,31.058732329641348,1.391685054702567,3.9991888288109623,1.0022483410653658,3.187402523786048,5.847035961644049,18.248578686581858,104605.10955006615,12714.001857571546,12.154283774719785
SKY-1042,Restaurant 43,Mexican,Cafe,North Shore,1.0076065580045408,33.44846492509615,3345,0.3695321252321029,0.27406275374993105,0.2213563575054573,0.13504876351250875,1236,917,740,452,39215.87880412889,31901.556862783505,25560.664071133524,16263.977615732787,0.4,0.4277456522729872,0.2860976301337409,7.8935629481102945,2.9792150478041393,1346.605201607471,6755.105623946808,-3631.777947144159,-3129.2952608154424,1454.9356540373165,5.465295812254699,17.225434772701277,-3.960499397103772,-11.384328240672815,-4.228777379480327,-12.242621131074038,3.2188841903480454,8.945755389074685,112942.0773537787,1448.968070024523,1.282930245284748
